9a793c0cedfca8d69815e9564246acb8cddc5e4120605f11711b09be999f5093;0,5
ebdb6d1d89b379676bd56e9c1c4aa87ea4a3ce283bf78affbe78708d6118845f;0,6
0013380596e6846b759efba613177492342021d402e07d253e4ed913cfac01a4;0,3
a979ab6fd3675c0f04d46c29506e250d8d016f0b1975c8c82b849ed4aab7fd89;0,4
694111f7f8780a621061e07d6dd40608a92c0355012ffb2e262f5c460886c67e;0,3
8e7d215c07f485561cef91eaa0d4998aa5bd939a7818fd37d3f502ac8bedaae7;0,2
054fabe10e026891a10e09d0f0327471dd3011c207601c161be1bfea1d53c7e9;0,4
aa7f6f4de6ed9559b6afa196ad4702ee1c59d7d73b62aa54c8e94a5d87b8667f;0,5
841c5f98866c744e73e6c6b1e1c44274de4c7f56e9b23a45bc6b8509d24713ee;0,4
34f5238849ea09bbe53d6a18db41860fefcf394911e40678f6dfb63fea70a9fc;0,5
75048b9e8e0b729c281c73f5144ed4a32009c2c1546aef68c8396ad3c4bb4902;0,5
4cf5e9b21a7fc05552339f3b061ad6ff31a864a794b92650aa5ae1946d4590f5;0,8
dc9cb26501a9e140282d5f7f39d962e0747ed1440b74a2bd780916e33ddd9a39;0,5
f37d3d4b2223f291a6163df3aa996d5fa3ca7f24f11374e69911820539cff9a7;0,3
2a44e7db00c416e6f1bcb0340f60b7dbb563da107fbb0e82e29a3e22c1c04b30;0,3
2a76488da32f14844ddc28bd8080f0b142840a98befe886a3714c42b8e18c3dc;0,3
f52e75b4836be8d670ef22716c1f01a935aaf0344197e9b809367a6ba47cedf5;0
e782aa3a0483fc7d078df3f6344da28b1ce77b7b40301e187339465ea1d6cbe0;0,5
10474fd7ccad4f2ad0a364749c1649df4c55d10ce438dca89a5b4ca64f96887a;0,4
70a421e1c945e84d7b6d76d0934ab5a4affc5badbb2d2f686d5f1f3204274d25;0,6
1977b4bd240d36486a69708a305252f70e67a507990dd58aebde748eb0856190;0,5
e74bb16f499a4234574d80b75c06d510cbe47000a11c21645c64a65fd5be376c;0,7
e72ffbd0e20edb46410f312187286bb4cde5b7db9661e007c20d0266db453919;0,7
de47dbdc5141089e5fb3418ae8f7f90b7de3f47d2e09f9000ffac06a70c16d5e;0,2
29c648fb1dd18a1a28961f00bfa342a11a6318009256ed37faeca4a20103d9bc;0,3
baf46c91c7a6baebbd7e68b43aa8f08447b890f08afefb0c42c9551e6e81d300;0,3
53f472b8f5fe4dfee239248bc435cbc05eb1602a9fd53a7e14aa4b9169d5c9cb;0,3
faf5119fa0eca48e8399f8b99ca473c457339252b02c2b8d7cd8c027b3496096;0,2
11eea582bdf1abe5660bb105855d55ed28307a9127baaead07a5927df9ea4f82;0,5
4ba8625b0fb1d87dd547af124bae3bdf9f35d91a8343e065a36231063a78c081;0,5
8a39fbb96381dec27a03029ee50cde23d5ccb9af45c888b2d20c00388c527ecc;0,5
79447df2448f5af122f4911c2a82de08e5e7eaa81e172b93a2e12cc5525bccf2;0,5
57ad488004a646dc9f956a99f21fd9b713e130b98cdb21d138e78263c7f50c3d;0,2
d00dbe09467dc14377db7472b2f8c83daf6b55fd8bdedae3c3feb3a274709f14;0,3
b83f3859626c094640b82ef7c2b5ea2e075d12535ac9e5d519e8df92083215ac;0,4
a352693c815a4786bdbb561455807bc5cbfd51a5d3553a74d710ac439ac907ab;0,4
465689a525a2b105b426b7a6c06fbcd33cb53a22a2f387bc7678d5370807ff68;0,7
f106fd5b484f22b313321947238d5d8aa882e90080464010896e244a2a95d83f;0,3
